time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2019-07-12 21:58:14.881 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,148463504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 21:59:14.886 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,150483352,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:00:14.890 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,154386272,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:01:14.895 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,157272976,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:02:14.900 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,159471304,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:03:14.905 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,162622000,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:04:14.909 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,164946280,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:05:14.914 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,168285744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:06:14.924 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,171324744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:07:14.929 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,173758808,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:08:14.934 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,176790608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:09:14.941 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,178981880,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:10:14.948 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , ,1,2,51174024,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:11:14.953 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,54301528,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:12:14.960 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,57407616,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:13:14.964 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,59451616,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:14:14.972 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,62315800,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:15:14.976 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,65703152,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:16:14.980 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,68575496,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-12 22:17:14.984 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16897445,3168,118744,896, ,12, , , , , , , , , , , ,12,12, , , , ,1,21, , , , , , , , , , , , , , , , ,1203,1,566,566, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1562959513763, , , , , , ,0, , , , , , , ,1562959520104,159, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , ,70776168,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:50:01.475 UTC, , , , , , , , , , , , , , , , , , ,125,16837717,3144,60376, , ,13, ,305,12,0.04, , , , , , , ,13,13, ,93, ,2,10,15, ,201,17, , , , , , , , , , , , , ,422604,2,419419,419419,1, ,13,26, ,16,16, , , , , ,1,140, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , , , , , , , , , , , , , , , ,16777216, , , ,33,1,2,1,2,4,2, , ,16,3, , , ,33, ,4096,1, , , , ,10564252,46,3569,2, , , , ,1,11,2,16,74029944,-1, , , , , , ,211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:51:01.480 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, ,49, , , , , , , , , ,13,13, , , ,2,3,21, ,52,22, , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , ,25,16777216, , , ,24,1, ,2, ,3,2, , ,16,2, , , ,24,1, , , , , , ,65770,27,4113,4, , , , ,1,19,1,6,123043472,-1, , , , , , ,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,7,6, ,3, , , , , , , ,0,0, , , , , , , , , , , , , , , , ,1, , , , 
2019-07-15 14:52:01.486 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,125956656,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:53:01.491 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,131041376,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:54:01.496 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,133036680,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:55:01.501 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,139170744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:56:01.506 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,142466040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:57:01.511 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,145375392,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:58:01.518 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,148675680,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 14:59:01.543 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,151543864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:00:01.551 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16890189,3272,111488,896, ,13, , , , , , , , , , , ,13,13, , , ,2,3,21, , , , , , , , , , , , , , , , ,422604,2,419419,419419, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201045, , , , , , ,0, , , , , , , ,1563202227607,172, , , , ,16777216, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,154518680,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
