time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:Copy.count,Jvm:Copy.time,Jvm:MarkSweepCompact.count,Jvm:MarkSweepCompact.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2019-09-20 18:32:49.275 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,57456504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:33:49.304 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,6, , ,35910824,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:34:49.320 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,38873840,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:35:49.351 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,41745608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:36:49.383 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,44666608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:37:49.398 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,47557648,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:38:49.418 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,50744136,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:39:49.432 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,53507920,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:40:49.448 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,56388528,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:41:49.463 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,6, , ,34833808,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:42:49.475 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,37762272,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:43:49.493 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , ,1,67,34188504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:44:49.519 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,37911024,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:45:49.542 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,40785824,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:46:49.558 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,43724400,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:47:49.577 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,46573056,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:48:49.591 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,49782040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:49:49.602 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,52543792,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:50:49.631 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,55422744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:51:49.654 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,6, , ,34271200,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:52:49.684 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,37481696,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:53:49.718 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,40709056,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:54:49.762 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,43444080,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:55:49.795 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,46275776,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:56:49.822 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,49198968,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:57:49.859 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,52037192,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:58:49.881 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,55291680,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 18:59:49.918 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,58004840,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 19:00:49.924 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,3, , ,36309488,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 19:01:49.943 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,39176512,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 19:02:49.959 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,42074760,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
