time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:Copy.count,Jvm:Copy.time,Jvm:MarkSweepCompact.count,Jvm:MarkSweepCompact.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2019-09-20 16:52:47.686 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,3, , ,36428984,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:53:47.692 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,39568000,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:54:47.707 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,42440968,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:55:47.714 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,45270248,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:56:47.734 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,48054536,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:57:47.740 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,51118448,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:58:47.746 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,54290448,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 16:59:47.750 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,57157048,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:00:47.755 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,3, , ,35559256,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:01:47.760 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,38376288,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:02:47.766 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,41213688,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:03:47.773 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,44483552,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:04:47.778 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,47899728,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:05:47.787 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,50707200,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:06:47.795 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,53542632,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:07:47.800 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,56601992,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:08:47.805 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,1, , ,35526096,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:09:47.810 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,38271336,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:10:47.818 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,41072112,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:11:47.824 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,43945456,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:12:47.955 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,46778848,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:13:48.178 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,50086560,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:14:48.206 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,52841048,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:15:48.216 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,55653048,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:16:48.232 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , ,1,5, , ,33976080,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:17:48.267 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,36851128,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:18:48.289 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,40014112,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:19:48.306 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,42791704,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:20:48.330 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,45650672,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:21:48.347 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,48517184,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-09-20 17:22:48.360 UTC,0,0,0,0, , , , , , , , , , , , , , ,573,9850584,2840,117275,640, ,13, , , , , , , , , , , ,13,13, , , ,2,2,21, , , , , , , , , , , , , , , , ,449487,2,446273,446273, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1568994225934, , , , , , ,0, , , , , , , ,1568994265070,194, , , , ,9732096, , , , ,0, , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,51618864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
