time,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:nMaxReplicaLag,FeederManager:nMaxReplicaLagName,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nElapsedTxnTime,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:totalCommitLagMs,Replay:totalCommitProcessingNanos,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2019-07-15 15:20:01.670 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,100794960,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:21:01.675 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,104384040,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:22:01.680 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,107995392,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:23:01.685 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,110460280,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:24:01.691 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,113399168,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:25:01.696 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,116252712,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:26:01.701 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,118969304,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:27:01.722 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,122089680,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:28:01.727 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,124664568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:29:01.731 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,127594440,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:30:01.738 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,131923344,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:31:01.759 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,41, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,135408248,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,21,10, , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:32:01.763 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,138681728,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:33:01.769 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,141213672,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:34:01.774 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,144626672,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:35:01.779 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,147641024,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:36:01.784 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,151610864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:37:01.788 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,11, ,11, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,153709656,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:38:01.794 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,156692088,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:39:01.801 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1, , , , , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,159308736,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:40:01.806 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,162318144,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:41:01.810 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,10, ,10, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,165258528,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:42:01.816 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,168013104,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:43:01.821 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,1, ,1, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,170830600,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:44:01.825 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,173830248,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:45:01.831 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,1, ,1, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,177132576,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:46:01.836 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,179554904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:47:01.842 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1,2, ,2, , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,182496320,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:48:01.849 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, , , , , , , , , , , ,18,18, , , ,2,14,20, , , , , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , , , , , , , , , , ,16, , , , , ,1, , , , , , , , , , , , , , , , , , ,185072816,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
2019-07-15 15:49:01.873 UTC,0,0,0,0, , , , , , , , , , , , , , ,589,16875205,4688,95944,1456, ,18, ,1, , , , , , , , , ,18,18, , , ,2,14,20, ,1,1, , , , , , , , , , , , , ,51216,2,44398,44398, , , , , ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1563202201278, , , , , , ,0, , , , , , , ,1563202207596,349, , , , ,16777216, , , ,1, , , , , , , , ,16,1, , , ,1,1, , , , , , ,110,1, , , , , , , , , , ,188256064,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , 
